lat,long,id,id_place,name,type
40.55142110000001,-74.21254929999999,531b67d7b566b43eb0040cfd860cfdebcbab70fb,ChIJbR6BiClLwokRD4Xp-t9s8_0,Mignosi's Supermarket,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment"
40.54955280000001,-74.15160279999999,fdc22bfb5b88132d8fbb1c4370013022abf48845,ChIJMydMEbdLwokRuhjDBM3_wdc,Top Tomato Superstore,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment"
40.5448014,-74.16585660000001,8828a85fed7338cbe1f1839d2f236029db1756be,ChIJJVx0ZqtLwokRcvBw-IBihsI,Freddies Supermarket,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment"
40.5809141,-74.1660491,2f8749d68bf3bd6cdda5a888daa173fc6ca8d9dd,ChIJI05uuYBLwokRiKSngbnMy0s,Metro Mart Inc.,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment"
40.55295580000001,-74.1938911,6c97a3ea00d40e7bc52faa758f8c06f0f8928a52,ChIJJ_FY8DxLwokRFKyqsMdf-QI,Key Food,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment"
40.5541815,-74.1441206,485d58c4c26d96e1b36a7f36006bd81b5c9b8ea7,ChIJicoh2sZLwokRd2qHbtTc-DU,SuperFresh,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment"
40.58015,-74.1664385,14f27977b50590358e017fd36808c54b801dd3b4,ChIJz56mocdLwokRsX8gYnp9lpk,Lidl,"grocery_or_supermarket, supermarket, food, point_of_interest, store, establishment"
40.5542678,-74.1439449,7e86c031b424e31898dc21b18d61ed080b67ec13,ChIJ-yZp0MZLwokRChL-sJKDRio,Superfresh Supermarkets,"grocery_or_supermarket, supermarket, food, point_of_interest, store, establishment"
40.54955280000001,-74.15160279999999,fdc22bfb5b88132d8fbb1c4370013022abf48845,ChIJMydMEbdLwokRuhjDBM3_wdc,Top Tomato Superstore,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment"
40.5541815,-74.1441206,485d58c4c26d96e1b36a7f36006bd81b5c9b8ea7,ChIJicoh2sZLwokRd2qHbtTc-DU,SuperFresh,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment"
