OBJECTID,CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,Borough,HospitalDist,NursingHomeDist,PharmDist,SoupKitchDist,SubwayDist,parkRecDist,flagshipParkDist,SidewalkCount,meanSidewalkWidth,sdSidewalkWidth
200,586,3,Brooklyn,058600,3058600,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK,4328.545036141031233,4165.653404499929820,224.780171414428025,11147.459370462203879,305.059445938889894,1029.577556332438235,21200.025987920435000,86.000000000000000,7.269767441860462,1.794899293746644
201,591,3,Brooklyn,059100,3059100,E,BK76,Greenpoint,BK,8751.084309848549310,9446.188842208352071,1334.395830282123370,4485.001639991136472,2313.600761363167749,0.000000000000000,17074.490380689447193,265.000000000000000,17.981132075471699,12.815566064830513
202,592,3,Brooklyn,059200,3059200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK,4523.827145882152763,3903.737546421589741,364.654950167711661,11862.487421699994229,1482.030247906520799,242.345852396258238,22193.111970070647658,131.000000000000000,9.522137404580150,4.202220842809667
203,594.01,3,Brooklyn,059401,3059401,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK,5574.255681923009433,3010.125035757464502,770.685046892999139,12332.814766213628900,2234.209468802068841,391.311996449713945,22245.301065110161289,197.000000000000000,9.224365482233505,3.179544831438766
204,594.02,3,Brooklyn,059402,3059402,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK,6979.761145783103530,1906.385648986994511,646.423808442511472,12389.556501143446440,3359.234906139383838,865.133305380794127,22109.118231573684170,140.000000000000000,8.082142857142856,2.983437924601183
205,596,3,Brooklyn,059600,3059600,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK,7137.918949747328952,3071.562166510303086,269.987042483644871,14016.142532384898004,4041.141413890962667,429.554418822722710,23735.558419317869266,138.000000000000000,9.131884057971014,4.309452952009503
206,600,3,Brooklyn,060000,3060000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK,5515.711604352633003,3908.175642426747345,91.960053686729367,12529.777612739031611,2330.457325631666663,1275.550696435002919,24470.839028289876296,311.000000000000000,10.246623794212212,5.682898498007670
207,632,3,Brooklyn,063200,3063200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK,6981.199056944105905,2670.497687628918356,852.184137911308881,12900.303701434057075,6726.168621979278214,297.284458420582553,21752.150532869007293,111.000000000000000,11.327927927927925,6.550713648439328
208,636,3,Brooklyn,063600,3063600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK,3498.963384142736686,4238.583905223760667,1356.512039120015970,9494.831014699640946,6022.925837357850469,446.176567863314176,17659.991128426816431,58.000000000000000,8.448275862068966,1.674183894331419
209,638,3,Brooklyn,063800,3063800,I,BK44,Madison,BK,3136.557864482269906,3053.949558917465765,1711.629647545188163,9089.724691901805272,4811.891275268796562,396.708341115381131,17967.727682187498431,67.000000000000000,8.943283582089551,2.497770149832253
210,640,3,Brooklyn,064000,3064000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK,2535.704338270122662,4139.753171930664394,624.132196845641488,8444.286451391830269,4896.764592378689485,1198.871853908218782,17008.517193615214637,68.000000000000000,9.219117647058825,2.821572407652200
211,646,3,Brooklyn,064600,3064600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK,1377.166486269586812,5940.815118337817694,831.752238457974727,7764.268850556487450,5498.080070613556927,1496.764473801935765,15504.681111863739716,75.000000000000000,9.038666666666670,2.864974568696776
212,648,3,Brooklyn,064800,3064800,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK,1824.652894881194015,6699.590810624253209,1023.748455777102436,8357.919444392084188,6319.531794622017514,857.516318421280857,15320.553101213818081,67.000000000000000,10.347761194029850,3.226751730453775
213,650,3,Brooklyn,065000,3065000,I,BK58,Flatlands,BK,2611.312720664854623,7693.914827547855566,1111.138410888203225,7857.789524733316284,6069.581927580094998,860.267189124921970,14992.042424954952367,120.000000000000000,11.962499999999999,5.045291714796575
214,652,3,Brooklyn,065200,3065200,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK,3835.354895985875828,6309.014538974005518,1035.085475122748676,9836.340644278609034,7962.061555152758046,1184.722553074206417,17127.279396650010312,92.000000000000000,10.532608695652174,4.700014231815071
215,654,3,Brooklyn,065400,3065400,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK,4326.860779845378602,5384.288927523944949,691.541109120338888,10739.495350905743180,7702.980556762784545,1609.834733852340833,18033.617625190323452,65.000000000000000,8.936923076923076,2.949712339299442
216,656,3,Brooklyn,065600,3065600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK,3019.172023599974636,5161.123912329640916,861.116459017002512,9349.265229343820465,6481.059157330212656,1350.308900219854877,17022.559303696962161,82.000000000000000,10.376829268292685,2.838809469664830
217,658,3,Brooklyn,065800,3065800,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK,5048.940642540576846,4136.301072566001494,737.225051545432848,11130.899561263711803,7335.404502761237381,460.514111280594136,19099.442374664788076,65.000000000000000,7.649230769230769,2.185400640966883
218,660,3,Brooklyn,066000,3066000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK,5410.959918436915359,4994.300166521866231,956.980886685180167,11710.359694513668728,8200.263852307765774,816.575522844850752,19202.730976287180965,63.000000000000000,7.569841269841270,1.965807305280743
219,670,3,Brooklyn,067000,3067000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK,5997.232368889471218,6986.823483051777657,1018.877486954579240,11008.000484160542328,9787.477937851555907,1590.456585102575673,18873.312409344980551,177.000000000000000,9.806214689265538,5.375958246422956
220,672,3,Brooklyn,067200,3067200,I,BK58,Flatlands,BK,4191.973967251708928,7883.471475162125898,457.520539269362757,8523.282007751078709,7511.606220688247959,8.235586937134778,16278.804681685534888,91.000000000000000,11.658241758241756,4.730211786051819
221,674,3,Brooklyn,067400,3067400,I,BK58,Flatlands,BK,3530.591068836529757,7947.598659956367555,1012.619115682328697,8005.194920060578625,6744.229330381357613,790.323663672940825,15558.826978730392511,106.000000000000000,10.797169811320755,3.659910421676877
222,676,3,Brooklyn,067600,3067600,I,BK58,Flatlands,BK,4926.221744482340910,10014.569205647365379,633.915584996050029,6377.041211065353309,6328.638605457119411,909.775234363530899,14614.170676388670472,90.000000000000000,9.502222222222224,3.730710020014048
223,678,3,Brooklyn,067800,3067800,I,BK58,Flatlands,BK,6211.384590204785127,8930.148967381786861,1028.847348488459374,6512.837474720938189,7293.145414192037606,818.451634165622863,15170.849922093009809,75.000000000000000,9.154666666666660,2.876385369312115
224,680,3,Brooklyn,068000,3068000,I,BK58,Flatlands,BK,5013.504698167876086,9074.246974780413439,608.503731372159905,7806.336984310291882,7480.107599766040039,177.429503418726711,15974.357108333997530,70.000000000000000,10.410000000000002,3.476302800306712
225,682,3,Brooklyn,068200,3068200,I,BK58,Flatlands,BK,5263.883173554352652,7793.431154397455430,1099.673032619642072,9531.707001775777826,8777.678901883786239,819.617142169462113,17500.131951296407351,90.000000000000000,7.950000000000001,2.577658984950614
226,686,3,Brooklyn,068600,3068600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK,7250.501782920902770,8635.697619874672455,404.468654165558121,10869.667499702063651,10660.921190158853278,181.729694855533182,19215.364602602705418,129.000000000000000,7.574418604651163,4.352536600035795
227,688,3,Brooklyn,068800,3068800,I,BK58,Flatlands,BK,6628.349027371876218,8860.336552561555436,602.935035361209657,9864.572664047462240,9733.185512255802678,1175.227240961113694,18226.155741093931283,87.000000000000000,8.866666666666667,4.108999387806263
228,690,3,Brooklyn,069000,3069000,I,BK58,Flatlands,BK,6321.721356635539451,9581.938700335691465,709.963185183595556,8627.604331176789856,8793.028796150030757,1414.852162032531851,17103.939098042275873,84.000000000000000,9.301190476190474,4.213360678157706
229,692,3,Brooklyn,069200,3069200,I,BK58,Flatlands,BK,6920.296184231087864,8755.445701592865589,709.533936605815484,7701.880723317637603,8534.599596351699802,127.854918729267666,16441.597373337153840,77.000000000000000,8.644155844155847,2.205047648756771
230,728,3,Brooklyn,072800,3072800,I,BK58,Flatlands,BK,5910.690445253431790,9123.733448664863317,331.557970727129771,4884.802348810143485,5830.126884072070425,1077.014895495341761,13483.564463028955288,120.000000000000000,10.235000000000001,4.143145599925843
231,734,3,Brooklyn,073400,3073400,I,BK58,Flatlands,BK,3648.812401447568391,7181.238047846356494,1171.304739536300531,5054.588110410293666,3340.203709066292049,296.234253123920439,12026.024577219093771,136.000000000000000,11.921323529411774,4.770471024002732
232,738,3,Brooklyn,073800,3073800,I,BK58,Flatlands,BK,1720.572333571462423,6983.459501575036484,800.778291153317809,7069.979326339321233,4468.531571540330333,829.263376175103190,13462.739279411367534,127.000000000000000,9.997637795275592,4.663459179467552
233,740,3,Brooklyn,074000,3074000,I,BK58,Flatlands,BK,3203.070110925342760,6509.132157408997045,1021.122760634025440,5459.229835326334069,2642.509924619388585,556.941352126655261,11585.127889400817367,102.000000000000000,11.296078431372548,5.072073053801034
234,744,3,Brooklyn,074400,3074400,I,BK58,Flatlands,BK,1320.412506694982312,5865.452545604190163,762.341103360148168,6219.243819969059587,4029.161127336554273,849.987825350372191,12978.331451978283440,78.000000000000000,7.610256410256409,2.379926319037899
235,746,3,Brooklyn,074600,3074600,I,BK58,Flatlands,BK,78.619755819823553,6092.869052521951744,707.679473472366226,6618.391580255656663,4628.896788803615891,1435.184129590356861,14242.017541596036608,174.000000000000000,10.050574712643678,3.938115906525566
236,748,3,Brooklyn,074800,3074800,I,BK43,Midwood,BK,1609.574857187072439,4808.670323107806325,398.205510369551462,5193.628865918676638,3798.988670646784612,168.624775708401870,12634.571572581311557,62.000000000000000,9.104838709677420,3.437184676177456
237,750,3,Brooklyn,075000,3075000,E,BK43,Midwood,BK,3299.371676147521157,4643.418038357670412,419.244185160231893,4706.435019711816494,2311.003108373368832,1347.585894182755737,10882.240279849920626,68.000000000000000,9.314705882352939,4.181953578544268
238,752,3,Brooklyn,075200,3075200,I,BK43,Midwood,BK,3815.624980377773682,3625.842351961381610,1475.891075229189710,3648.345794306049356,2298.806485117132524,1426.956975935458104,10535.136598881597820,70.000000000000000,10.460000000000001,3.434960919972617
239,754,3,Brooklyn,075400,3075400,I,BK43,Midwood,BK,2393.661548634127485,3749.584843842815644,1420.557288596702165,4180.982322068542999,2795.528281944900755,144.832572635581215,12288.022149105961944,67.000000000000000,9.316417910447758,3.696460100860027
240,756,3,Brooklyn,075600,3075600,I,BK43,Midwood,BK,1092.476908898557895,4835.636723071923370,786.513611522589258,5494.009668515680460,3130.538127703363443,1100.591292707461889,14131.487893608516970,86.000000000000000,10.100000000000000,3.017049591122777
241,760,3,Brooklyn,076000,3076000,I,BK43,Midwood,BK,3224.829699218942096,2619.666220425635856,1071.911333319436835,3101.245717028831223,1900.027033473095344,854.770589107874684,11847.070902102777836,75.000000000000000,10.361333333333333,3.732504895213506
242,762,3,Brooklyn,076200,3076200,E,BK43,Midwood,BK,4558.165276962190546,2601.187572457371061,1555.814498739794999,2547.042711449017588,1195.128256153562461,1805.500324509690699,10201.042449103237232,76.000000000000000,10.568421052631576,3.509613863900730
243,764,3,Brooklyn,076400,3076400,I,BK42,Flatbush,BK,6507.608397863502432,3032.988219923066481,1385.045338082418539,3431.009198000092056,1271.914192330729293,568.785057463838143,7897.604633833044318,55.000000000000000,9.381818181818184,2.117746086018927
244,768,3,Brooklyn,076800,3076800,E,BK43,Midwood,BK,3843.145082070497665,1413.539839213256982,462.805182407969198,2293.241276028350057,670.611717545260035,753.405659461224445,12208.839883049757191,211.000000000000000,11.168720379146926,5.071119700957556
245,784,3,Brooklyn,078400,3078400,I,BK91,East Flatbush-Farragut,BK,5672.671317016580360,4604.537991412624251,833.541208596050410,3495.501200683380830,1373.783325956617546,1514.059818227467758,9230.968103483495725,64.000000000000000,8.943750000000000,3.562764888509155
246,790,3,Brooklyn,079000,3079000,E,BK95,Erasmus,BK,5553.500854107671330,1115.978665286434079,616.076091550061619,3985.365757016067619,1541.799073584902317,1795.740498241507566,5583.192443136943439,109.000000000000000,10.304587155963301,4.161783479006303
247,792,3,Brooklyn,079200,3079200,E,BK95,Erasmus,BK,4478.976950168065741,1817.422724455678008,751.282923750837767,2829.212069079622324,1687.398043310206731,1524.623827192505132,4209.307275843911157,117.000000000000000,9.394871794871795,4.565195281426598
248,796.01,3,Brooklyn,079601,3079601,E,BK60,Prospect Lefferts Gardens-Wingate,BK,3389.576709244002814,1673.309658367228394,447.162504653981273,340.804596500434172,1042.612467633167171,891.448030646974189,1120.658550184611840,35.000000000000000,9.731428571428571,2.904132089502354
249,800,3,Brooklyn,080000,3080000,I,BK60,Prospect Lefferts Gardens-Wingate,BK,2882.370313104231627,2757.219367670487372,823.450270439616247,1037.457495131067162,1135.110025006292517,1384.678451528458936,2553.638445047981804,85.000000000000000,13.994117647058820,5.333527219865108
250,804,3,Brooklyn,080400,3080400,E,BK60,Prospect Lefferts Gardens-Wingate,BK,1434.719238634145313,2406.034200277280434,665.295954363699252,2500.267271315014113,895.958417218183058,954.899741452162289,3784.209872587915470,76.000000000000000,11.263157894736844,2.999459600450862
251,806,3,Brooklyn,080600,3080600,E,BK60,Prospect Lefferts Gardens-Wingate,BK,1875.408925591138768,1194.773854861600967,1213.212145611773167,3615.473632460650606,1948.035628815991686,614.592277882313283,5248.970462476647299,128.000000000000000,11.908593750000001,5.145367572458614
252,814,3,Brooklyn,081400,3081400,I,BK91,East Flatbush-Farragut,BK,1675.990689860306247,2220.221293629340380,851.605666268663640,1950.259178495632341,2750.751374791579565,1689.263056618602377,6104.617277920794550,106.000000000000000,9.854716981132075,3.663491233014699
