OBJECTID,Geo_FIPS,Borough,HospitalDist,NursingHomeDist,PharmDist,SoupKitchDist,SubwayDist,parkRecDist,flagshipParkDist,SidewalkCount,meanSidewalkWidth,sdSidewalkWidth,deaths,cases,DeathDensity,CaseDensity,SVI,SumUHVI,GorceryDist,hospitalDensity,supermarketDensity,soupKitchenDensity,pharmacyDensity,subwayDensity,nursingHomeDensity,parksDensity,NewParksDist,NewParksDensity,Shape_Length,Shape_Area,IDInt
11,36061018400,MN,1618.882654000000002,1618.882654000000002,797.291608600000018,94.319588699999997,1029.381685999999945,1096.667734000000110,1635.237800999999990,194,12.998969069999999,3.937082764000000,22.583719330000001,206.667994499999992,0.003111562000000,0.028474510000000,95.730000000000004,66.000000000000000,939.501481871000010,0.001541267132520,0.011253508842654,0.030062558395522,0.040405429071850,0.028476358258298,0.002928377228922,0.127544425427914,1272.475589991993729,0.152130458090040,5771.874097728100423,1903568.352859011152759,11
12,36061019000,MN,1842.919855999999982,1842.919855999999982,202.332120900000007,1073.920575999999983,557.495934700000021,825.145734599999969,1878.942252000000053,74,18.793243239999999,7.126726296000000,4.514974294000000,74.325314759999998,0.001288520000000,0.021211562000000,50.329999999999998,47.090909090909093,415.960048921860334,0.001590760494582,0.011940652271733,0.032617378979921,0.037077628076077,0.032120357453823,0.002801452251151,0.119510760903358,998.187687028066421,0.138434387743473,4231.827087377191674,1117371.678561749402434,12
13,36061020600,MN,2050.434896000000208,1404.592239999999947,740.232127099999957,1031.079514000000017,1548.605274999999892,287.296980099999985,4312.527678999999807,153,13.864052290000000,5.361627973000000,13.005752899999999,112.930762200000004,0.003549605000000,0.030821715000000,87.760000000000005,52.636363636363633,1459.398141818920976,0.003191629005596,0.008577199652791,0.031063557788730,0.031019840389490,0.026993848383427,0.003220262611285,0.093319769203663,404.523540758088359,0.107377735277017,5176.873149818127786,1602693.822202689480036,13
14,36061024900,MN,1592.881822000000057,1529.073550000000068,636.039238299999965,1933.935641000000032,1037.688585999999987,81.336473470000001,9872.823875000000044,66,18.643939390000000,6.266568900000000,2.852766338000000,30.010141180000002,0.002634133000000,0.027710195000000,87.929999999999993,42.636363636363633,1660.356470850460255,0.001210188842379,0.011712185572833,0.006532324322810,0.035476893186569,0.025968226293723,0.002232177493473,0.114690137406190,201.019991499468972,0.129298716783524,3927.821465657494628,652856.418599400436506,14
15,36061026100,MN,2684.180296999999882,1075.873923999999988,402.292915199999982,4307.720384999999624,1376.197599000000082,498.902727900000002,9966.396792999999889,136,14.630147060000001,4.753124818000000,28.185129939999999,372.377247399999987,0.002132007000000,0.028167719000000,96.200000000000003,53.909090909090907,514.429336086713420,0.000816829512284,0.015632410134588,0.004606296153118,0.039518165269068,0.025200155563653,0.002795692960111,0.120421723773082,1407.624614764910348,0.127811751195363,5532.099834679328524,1681539.133869791403413,15
16,36061026300,MN,2365.002926000000116,1173.791138000000046,461.866463500000009,4294.063863999999739,721.814811200000008,617.302604900000006,10813.108729999999923,180,15.583888890000001,4.166334400000000,20.593141979999999,266.855093099999976,0.002170670000000,0.028128501000000,88.319999999999993,40.090909090909093,393.275033920094927,0.000946364734167,0.015437867492437,0.004138929963422,0.037017620567765,0.027515464151899,0.002326335234102,0.116351310163736,723.451891671063549,0.125126004219055,5730.541840429248623,1691891.993703643325716,16
17,36061026700,MN,4992.705613000000085,1506.536245000000008,1008.911184000000048,5145.819389999999657,1406.052386000000070,221.124178800000010,9135.173851999999897,37,14.870270270000001,4.788288076000000,4.383152229000000,57.915093390000003,0.002131883000000,0.028168820000000,78.049999999999997,16.545454545454547,1173.192962805709840,0.000004162463028,0.015278907182316,0.004486135207117,0.039928334454695,0.015171650797129,0.003211786039174,0.130234897136688,847.845135065457839,0.126680105924606,3869.447368744728010,518771.675205681589432,17
18,36061026900,MN,4605.922147000000223,1703.035986999999977,439.519543899999974,5462.488508000000365,820.190762899999982,424.310084399999994,9761.560428000000684,186,15.708602150000001,4.650641477000000,20.012694379999999,258.728798400000016,0.002205742000000,0.028516345000000,96.370000000000005,52.000000000000000,594.140510590349891,0.000141415474951,0.016634824552706,0.004413139851143,0.041561269866569,0.019463803826107,0.003253587806183,0.129433915019035,481.668710834084777,0.128104825104986,6017.037030962585050,1889655.661907859146595,18
19,36061027700,MN,6285.936039999999593,392.971900000000005,423.090842099999975,3472.974420000000009,565.432915399999956,492.204091300000016,9572.368857999999818,118,16.850847460000001,5.682342507000000,18.559985609999998,210.666367199999996,0.002729410000000,0.030980348000000,98.260000000000005,66.818181818181813,558.331035159405815,0.000000000000000,0.015034731610545,0.004181200832439,0.038782308676413,0.016465269805243,0.002652820199728,0.138152661422888,1394.742921637210884,0.129549731101309,5903.152576181330005,1760156.034791956655681,19
20,36047000501,BK,2270.785770999999841,2805.309090000000197,211.794992100000002,5229.776496999999836,749.771648899999946,723.430704799999944,10927.195330000000467,58,8.086206897000000,4.091087801000000,6.573698657000000,59.232484739999997,0.001487599000000,0.013404047000000,32.070000000000000,27.818181818181817,393.550393849737361,0.001021464976172,0.008781729964539,0.003817323284845,0.022822605445981,0.047964851061503,0.001173755367442,0.056691855192184,811.110787176724443,0.057773042470217,4828.170042110989016,901506.992482831003144,20
21,36047002000,BK,1520.226004000000103,5953.202889000000141,989.471281100000056,2097.750758000000133,1212.605459000000110,1052.259547000000111,11194.477689999999711,92,11.435869569999999,4.090503113000000,2.422543891000000,29.663572320000000,0.001735347000000,0.021248977000000,78.879999999999995,23.454545454545453,1116.856982373636811,0.002362771774642,0.017509564446906,0.003206445369869,0.026726948718230,0.017022664392633,0.000000000000000,0.026920497683542,1177.341775632926783,0.038665478250810,5426.067290587239768,1620770.158478449797258,21
22,36047004100,BK,2446.247250999999778,633.824834799999962,323.404984800000022,1309.904804999999897,659.019473500000004,899.113465499999961,6634.434661000000233,93,10.510752690000000,3.642009191000000,7.541618060000000,63.147673349999998,0.002070735000000,0.017338735000000,34.399999999999999,28.272727272727273,824.809155098197039,0.001300859876210,0.008821574194978,0.008045465103351,0.031221601801614,0.076408831402659,0.003389601944946,0.050722546875477,938.863697011222598,0.049019355326891,5283.856659724872770,1744094.395207283785567,22
23,36047005800,BK,10480.224249999999302,2777.168673000000126,385.633587499999976,11167.436250000000655,969.862184699999943,1654.337453000000096,20445.927510000001348,122,12.040163930000000,4.587688516000000,5.320936980000000,63.305506639999997,0.001720872000000,0.020473967000000,74.810000000000002,46.818181818181820,263.272945074038716,0.000000000000000,0.008046462957282,0.001241361431312,0.024163335561752,0.010649888659827,0.000751419469452,0.090703968890011,2242.664687243207936,0.102215905673802,6098.167799733281754,2080303.268720674328506,23
24,36047006000,BK,9391.319751999999426,3317.776066999999784,394.903390199999990,10180.059170000000449,916.872814700000049,1833.860404999999901,19696.193139999999403,71,9.638028169000000,2.857639695000000,5.255543494000000,62.527491830000002,0.001720872000000,0.020473966000000,40.930000000000000,32.545454545454547,852.307117879670727,0.000000000000000,0.009501654255603,0.001746171968989,0.026797883478659,0.011311014182866,0.000558672652308,0.085412431508303,2009.632324239673608,0.100835548092922,5498.334386959949370,1639074.019038575468585,24
25,36047006700,BK,2120.389474000000064,1579.336103000000094,1338.259409000000005,4521.373967000000448,1555.650135999999975,987.403172400000017,8632.352740000000267,85,9.350588235000000,2.613090832000000,3.705609125000000,53.462942370000000,0.000951620000000,0.013729569000000,6.180000000000000,27.727272727272727,579.868384370936383,0.001063706469722,0.007776174461469,0.002389193163253,0.011789941927418,0.025212358372907,0.001965092378668,0.049513764058550,1221.581130161337114,0.046214926987886,5236.047911861151078,1680804.389275038149208,25
26,36047006900,BK,2383.953797000000122,1323.029481000000033,65.568429640000005,3187.671745999999985,412.870779099999993,326.840125300000011,7584.072100000000319,99,9.826262626000000,2.657357359000000,4.954796332000000,48.142575110000003,0.001385957000000,0.013466455000000,13.300000000000001,20.636363636363637,1007.821502774708847,0.001119141634263,0.009407000823153,0.004617721453542,0.022085920390156,0.051759046502411,0.002455165260471,0.050746009685099,435.478861348270641,0.047745325735637,5563.971321301078206,1927677.553391802590340,26
27,36047007400,BK,2062.884001999999782,5258.930720000000292,66.138077850000002,2217.999306000000161,295.425935100000004,316.737178200000017,12560.569910000000164,87,11.888505750000000,2.704450479000000,9.162858908000000,112.190480800000003,0.001735390000000,0.021248197000000,92.320000000000007,49.454545454545453,39.956829716177687,0.002171720278316,0.017517562024295,0.004894079241369,0.041200874994198,0.019819034529584,0.000019994485342,0.030017467215657,483.935746969386344,0.044840977216760,4994.563886096741953,1516613.060239456361160,27
28,36047007600,BK,1990.188284999999951,4917.671448000000055,714.061679400000003,1342.799494999999979,397.388695199999972,1337.620010000000093,11571.749499999999898,71,10.701408450000001,2.540050222000000,8.930314205000000,109.343192400000007,0.001735389000000,0.021248191000000,85.209999999999994,46.545454545454547,224.133832843644655,0.002274350542575,0.019178335687944,0.004752501938492,0.041805888925280,0.019914470613003,0.000045579197558,0.028568809852004,1488.312141203195779,0.041207699726025,4980.047514125582893,1510401.678311510942876,28
29,36047007800,BK,2421.579717000000073,4779.819496000000072,151.664510699999994,929.943376100000023,655.380564499999991,921.158626300000037,10596.335409999999683,69,10.602898550000001,2.537018341000000,9.093442116000000,111.340538300000006,0.001735390000000,0.021248194000000,86.829999999999998,34.818181818181820,451.666883153769504,0.001943853700400,0.020080874674022,0.004620700875031,0.038136136407653,0.018906424088137,0.000079414120173,0.027095541890178,1097.331285322401300,0.036320687404701,4986.671595413792602,1509791.989510593935847,29
30,36047008000,BK,3151.140476000000035,4866.060948999999709,335.400326500000006,1446.841916999999967,130.992267300000009,476.173315600000024,9635.982131000000663,67,10.076119400000000,2.938722128000000,6.500771549000000,79.595756399999999,0.001735390000000,0.021248200000000,76.620000000000005,29.454545454545453,314.795812693132120,0.001269156879668,0.019589279778302,0.004232995250883,0.031420589735111,0.016751089133322,0.000071123199092,0.025940641760826,629.339205568155990,0.031844243034720,4989.723102894904514,1506326.485268597491086,30
31,36047009800,BK,2950.193862000000081,3275.348938999999973,750.315017699999999,582.165132699999958,1708.684739000000036,1331.630341999999928,10142.080739999999423,66,11.283333330000000,2.476323785000000,12.168552119999999,148.992331600000000,0.001735390000000,0.021248193000000,84.189999999999998,54.909090909090907,119.750322527103066,0.001442704369159,0.018800894330655,0.005494590926295,0.046590887010098,0.017636409650246,0.000568839081097,0.026166278868914,1434.259238846648941,0.030860342085361,5203.979584878989044,1625498.652443911181763,31
32,36047010100,BK,6653.704966999999669,7268.381755999999768,1917.082452000000103,5742.730580000000373,879.581959999999981,178.041540300000008,5754.083010000000286,191,11.182198950000000,3.850126093000000,6.299531646000000,99.442719199999999,0.001552756000000,0.024511392000000,70.679999999999993,26.090909090909090,871.071912596412858,0.000000000000000,0.010619021890064,0.000817469793569,0.005428794305772,0.009054943346060,0.000000000000000,0.050842352927877,292.534036415213109,0.047988435396781,7585.529133238565009,3393635.784319778438658,32
33,36047010200,BK,3517.844206000000213,3948.185597000000143,769.416102499999965,2098.612326999999823,1603.444737000000032,557.583612900000048,12130.920659999999771,74,11.827027030000000,3.956589693000000,8.923374872000000,109.258226899999997,0.001735390000000,0.021248197000000,82.370000000000005,39.454545454545453,756.039953602223591,0.001219328968242,0.018169430394967,0.005693182426815,0.049676759168506,0.017716924970349,0.000282192174685,0.030364522089561,662.096853326071368,0.040653948982557,5223.378481184943666,1640687.838729194831103,33
34,36047010400,BK,2853.659102000000075,2794.627272000000175,564.607531699999981,2940.077639000000090,1058.061433999999963,1523.776112000000012,11437.375289999999950,75,10.053333329999999,3.801931704000000,9.306164545000000,113.951771500000007,0.001735577000000,0.021251729000000,75.680000000000007,49.090909090909093,1460.825469418327657,0.000843140772001,0.015899311518297,0.004564095288515,0.045523318462074,0.014076454099268,0.000940430424331,0.028998116962612,1612.398011241990162,0.034983797264951,5221.791691912304486,1639390.921254971064627,34
