OBJECTID,IDINT,NID,WEIGHT
306,1966,1884,0.200000000000000
307,1966,1967,0.200000000000000
308,1966,2151,0.200000000000000
309,1966,2152,0.200000000000000
310,1884,1737,0.125000000000000
311,1884,1738,0.125000000000000
312,1884,1756,0.125000000000000
313,1884,1966,0.125000000000000
314,1884,1967,0.125000000000000
315,1884,2118,0.125000000000000
316,1884,2119,0.125000000000000
317,1884,2151,0.125000000000000
318,2151,1607,0.200000000000000
319,2151,1738,0.200000000000000
320,2151,1884,0.200000000000000
321,2151,1966,0.200000000000000
322,2151,2152,0.200000000000000
323,2152,1191,0.142857142857143
324,2152,1607,0.142857142857143
325,2152,1738,0.142857142857143
326,2152,1882,0.142857142857143
327,2152,1883,0.142857142857143
328,2152,1966,0.142857142857143
329,2152,2151,0.142857142857143
330,1738,1607,0.142857142857143
331,1738,1737,0.142857142857143
332,1738,1884,0.142857142857143
333,1738,1975,0.142857142857143
334,1738,2118,0.142857142857143
335,1738,2151,0.142857142857143
336,1738,2152,0.142857142857143
337,1607,1738,0.250000000000000
338,1607,1975,0.250000000000000
339,1607,2151,0.250000000000000
340,1607,2152,0.250000000000000
341,1975,1607,0.200000000000000
342,1975,1737,0.200000000000000
343,1975,1738,0.200000000000000
344,1975,1807,0.200000000000000
345,1975,1974,0.200000000000000
346,1136,117,0.200000000000000
347,1136,1117,0.200000000000000
348,1136,1134,0.200000000000000
349,1136,1135,0.200000000000000
350,1136,2103,0.200000000000000
351,1134,1135,0.250000000000000
352,1134,1136,0.250000000000000
353,1134,1556,0.250000000000000
354,1134,2102,0.250000000000000
355,1135,117,0.250000000000000
356,1135,1134,0.250000000000000
357,1135,1136,0.250000000000000
358,1135,2102,0.250000000000000
359,117,1117,0.200000000000000
360,117,1135,0.200000000000000
361,117,1136,0.200000000000000
362,117,2102,0.200000000000000
363,117,2103,0.200000000000000
364,1117,117,0.250000000000000
365,1117,1136,0.250000000000000
366,1117,2102,0.250000000000000
367,1117,2103,0.250000000000000
368,1216,1025,0.250000000000000
369,1216,1132,0.250000000000000
370,1216,1313,0.250000000000000
371,1216,1556,0.250000000000000
372,2102,117,0.166666666666667
373,2102,1117,0.166666666666667
374,2102,1134,0.166666666666667
375,2102,1135,0.166666666666667
376,2102,1556,0.166666666666667
377,2102,2103,0.166666666666667
378,635,49,0.200000000000000
379,635,891,0.200000000000000
380,635,1311,0.200000000000000
381,635,1647,0.200000000000000
382,635,1695,0.200000000000000
383,891,50,0.200000000000000
384,891,635,0.200000000000000
385,891,892,0.200000000000000
386,891,1187,0.200000000000000
387,891,1695,0.200000000000000
388,892,50,0.250000000000000
389,892,891,0.250000000000000
390,892,1073,0.250000000000000
391,892,1187,0.250000000000000
392,1073,50,0.200000000000000
393,1073,98,0.200000000000000
394,1073,100,0.200000000000000
395,1073,892,0.200000000000000
396,1073,1074,0.200000000000000
397,1074,98,0.250000000000000
398,1074,100,0.250000000000000
399,1074,849,0.250000000000000
400,1074,1073,0.250000000000000
401,849,100,0.200000000000000
402,849,102,0.200000000000000
403,849,1074,0.200000000000000
404,849,1246,0.200000000000000
405,849,1598,0.200000000000000
406,1246,102,0.200000000000000
407,1246,849,0.200000000000000
408,1246,1247,0.200000000000000
409,1246,1598,0.200000000000000
410,1246,1599,0.200000000000000
411,1247,1246,0.250000000000000
412,1247,1312,0.250000000000000
413,1247,1313,0.250000000000000
414,1247,1599,0.250000000000000
415,102,93,0.166666666666667
416,102,94,0.166666666666667
417,102,100,0.166666666666667
418,102,849,0.166666666666667
419,102,1246,0.166666666666667
420,102,1598,0.166666666666667
421,1313,1132,0.200000000000000
422,1313,1216,0.200000000000000
423,1313,1247,0.200000000000000
424,1313,1312,0.200000000000000
425,1313,1599,0.200000000000000
426,1598,93,0.166666666666667
427,1598,94,0.166666666666667
428,1598,102,0.166666666666667
429,1598,849,0.166666666666667
430,1598,1246,0.166666666666667
431,1598,1599,0.166666666666667
432,1599,93,0.125000000000000
433,1599,106,0.125000000000000
434,1599,107,0.125000000000000
435,1599,1246,0.125000000000000
436,1599,1247,0.125000000000000
437,1599,1312,0.125000000000000
438,1599,1313,0.125000000000000
439,1599,1598,0.125000000000000
440,1312,107,0.200000000000000
441,1312,1132,0.200000000000000
442,1312,1247,0.200000000000000
443,1312,1313,0.200000000000000
444,1312,1599,0.200000000000000
445,107,106,0.200000000000000
446,107,1132,0.200000000000000
447,107,1312,0.200000000000000
448,107,1316,0.200000000000000
449,107,1599,0.200000000000000
450,106,93,0.200000000000000
451,106,107,0.200000000000000
452,106,125,0.200000000000000
453,106,1316,0.200000000000000
454,106,1599,0.200000000000000
455,1132,107,0.142857142857143
456,1132,1025,0.142857142857143
457,1132,1216,0.142857142857143
458,1132,1312,0.142857142857143
459,1132,1313,0.142857142857143
460,1132,1315,0.142857142857143
461,1132,1316,0.142857142857143
462,1942,1740,0.200000000000000
463,1942,1741,0.200000000000000
464,1942,1806,0.200000000000000
465,1942,1941,0.200000000000000
466,1942,2098,0.200000000000000
467,1741,925,0.166666666666667
468,1741,1188,0.166666666666667
469,1741,1740,0.166666666666667
470,1741,1942,0.166666666666667
471,1741,2098,0.166666666666667
472,1741,2099,0.166666666666667
473,925,1188,0.250000000000000
474,925,1664,0.250000000000000
475,925,1665,0.250000000000000
476,925,1741,0.250000000000000
477,1740,1741,0.166666666666667
478,1740,1775,0.166666666666667
479,1740,1806,0.166666666666667
480,1740,1942,0.166666666666667
481,1740,2098,0.166666666666667
482,1740,2107,0.166666666666667
483,1188,925,0.200000000000000
484,1188,1664,0.200000000000000
485,1188,1665,0.200000000000000
486,1188,1741,0.200000000000000
487,1188,2099,0.200000000000000
488,2099,1188,0.200000000000000
489,2099,1321,0.200000000000000
490,2099,1665,0.200000000000000
491,2099,1741,0.200000000000000
492,2099,2098,0.200000000000000
493,2098,1321,0.142857142857143
494,2098,1322,0.142857142857143
495,2098,1740,0.142857142857143
496,2098,1741,0.142857142857143
497,2098,1775,0.142857142857143
498,2098,1942,0.142857142857143
499,2098,2099,0.142857142857143
500,1665,925,0.200000000000000
501,1665,1188,0.200000000000000
502,1665,1321,0.200000000000000
503,1665,1664,0.200000000000000
504,1665,2099,0.200000000000000
505,1664,925,0.166666666666667
506,1664,1188,0.166666666666667
507,1664,1321,0.166666666666667
508,1664,1665,0.166666666666667
509,1664,2100,0.166666666666667
510,1664,2101,0.166666666666667
511,1321,1322,0.125000000000000
512,1321,1664,0.125000000000000
513,1321,1665,0.125000000000000
514,1321,1775,0.125000000000000
515,1321,2098,0.125000000000000
516,1321,2099,0.125000000000000
517,1321,2100,0.125000000000000
518,1321,2101,0.125000000000000
519,1775,923,0.125000000000000
520,1775,1321,0.125000000000000
521,1775,1322,0.125000000000000
522,1775,1435,0.125000000000000
523,1775,1740,0.125000000000000
524,1775,1774,0.125000000000000
525,1775,2098,0.125000000000000
526,1775,2107,0.125000000000000
527,1322,923,0.200000000000000
528,1322,1321,0.200000000000000
529,1322,1775,0.200000000000000
530,1322,2098,0.200000000000000
531,1322,2101,0.200000000000000
532,1774,1435,0.166666666666667
533,1774,1445,0.166666666666667
534,1774,1739,0.166666666666667
535,1774,1775,0.166666666666667
536,1774,2106,0.166666666666667
537,1774,2107,0.166666666666667
538,2106,1339,0.200000000000000
539,2106,1739,0.200000000000000
540,2106,1774,0.200000000000000
541,2106,1804,0.200000000000000
542,2106,2107,0.200000000000000
543,1435,923,0.250000000000000
544,1435,1445,0.250000000000000
545,1435,1774,0.250000000000000
546,1435,1775,0.250000000000000
547,923,1318,0.142857142857143
548,923,1322,0.142857142857143
549,923,1338,0.142857142857143
550,923,1435,0.142857142857143
551,923,1445,0.142857142857143
552,923,1775,0.142857142857143
553,923,2101,0.142857142857143
554,1445,923,0.142857142857143
555,1445,1318,0.142857142857143
556,1445,1435,0.142857142857143
557,1445,1535,0.142857142857143
558,1445,1739,0.142857142857143
559,1445,1774,0.142857142857143
560,1445,1785,0.142857142857143
561,1739,1339,0.142857142857143
562,1739,1445,0.142857142857143
563,1739,1535,0.142857142857143
564,1739,1774,0.142857142857143
565,1739,1785,0.142857142857143
566,1739,1967,0.142857142857143
567,1739,2106,0.142857142857143
568,1782,1339,0.333333333333333
569,1782,1831,0.333333333333333
570,1782,1967,0.333333333333333
571,1535,1318,0.125000000000000
572,1535,1445,0.125000000000000
573,1535,1474,0.125000000000000
574,1535,1475,0.125000000000000
575,1535,1739,0.125000000000000
576,1535,1745,0.125000000000000
577,1535,1756,0.125000000000000
578,1535,1785,0.125000000000000
579,1785,1339,0.142857142857143
580,1785,1445,0.142857142857143
581,1785,1535,0.142857142857143
582,1785,1739,0.142857142857143
583,1785,1745,0.142857142857143
584,1785,1756,0.142857142857143
585,1785,1967,0.142857142857143
586,1745,1333,0.125000000000000
587,1745,1474,0.125000000000000
588,1745,1535,0.125000000000000
589,1745,1746,0.125000000000000
590,1745,1755,0.125000000000000
591,1745,1756,0.125000000000000
592,1745,1785,0.125000000000000
593,1745,1839,0.125000000000000
594,1756,1332,0.111111111111111
595,1756,1333,0.111111111111111
596,1756,1535,0.111111111111111
597,1756,1745,0.111111111111111
598,1756,1755,0.111111111111111
599,1756,1785,0.111111111111111
600,1756,1884,0.111111111111111
601,1756,1967,0.111111111111111
602,1756,2119,0.111111111111111
603,1755,1333,0.333333333333333
604,1755,1745,0.333333333333333
605,1755,1756,0.333333333333333
606,2101,923,0.142857142857143
607,2101,1318,0.142857142857143
608,2101,1321,0.142857142857143
609,2101,1322,0.142857142857143
610,2101,1338,0.142857142857143
611,2101,1664,0.142857142857143
612,2101,2100,0.142857142857143
613,2100,1321,0.250000000000000
614,2100,1338,0.250000000000000
615,2100,1664,0.250000000000000
616,2100,2101,0.250000000000000
617,1318,923,0.166666666666667
618,1318,1338,0.166666666666667
619,1318,1445,0.166666666666667
620,1318,1475,0.166666666666667
621,1318,1535,0.166666666666667
622,1318,2101,0.166666666666667
623,1338,923,0.125000000000000
624,1338,1318,0.125000000000000
625,1338,1320,0.125000000000000
626,1338,1337,0.125000000000000
627,1338,1475,0.125000000000000
628,1338,1840,0.125000000000000
629,1338,2100,0.125000000000000
630,1338,2101,0.125000000000000
631,1337,1320,0.500000000000000
632,1337,1338,0.500000000000000
633,1475,1318,0.200000000000000
634,1475,1320,0.200000000000000
635,1475,1338,0.200000000000000
636,1475,1474,0.200000000000000
637,1475,1535,0.200000000000000
638,1320,1337,0.166666666666667
639,1320,1338,0.166666666666667
640,1320,1474,0.166666666666667
641,1320,1475,0.166666666666667
642,1320,1839,0.166666666666667
643,1320,1840,0.166666666666667
644,1474,1320,0.200000000000000
645,1474,1475,0.200000000000000
646,1474,1535,0.200000000000000
647,1474,1745,0.200000000000000
648,1474,1839,0.200000000000000
649,1840,1320,0.200000000000000
650,1840,1338,0.200000000000000
651,1840,1805,0.200000000000000
652,1840,1839,0.200000000000000
653,1840,2105,0.200000000000000
654,1805,1840,1.000000000000000
655,1839,1319,0.142857142857143
656,1839,1320,0.142857142857143
657,1839,1474,0.142857142857143
658,1839,1745,0.142857142857143
659,1839,1746,0.142857142857143
660,1839,1840,0.142857142857143
661,1839,2105,0.142857142857143
662,2105,1,0.200000000000000
663,2105,1319,0.200000000000000
664,2105,1839,0.200000000000000
665,2105,1840,0.200000000000000
666,2105,2104,0.200000000000000
667,1746,1300,0.166666666666667
668,1746,1301,0.166666666666667
669,1746,1319,0.166666666666667
670,1746,1333,0.166666666666667
671,1746,1745,0.166666666666667
672,1746,1839,0.166666666666667
673,1319,1,0.200000000000000
674,1319,1300,0.200000000000000
675,1319,1746,0.200000000000000
676,1319,1839,0.200000000000000
677,1319,2105,0.200000000000000
678,1333,1301,0.142857142857143
679,1333,1332,0.142857142857143
680,1333,1573,0.142857142857143
681,1333,1745,0.142857142857143
682,1333,1746,0.142857142857143
683,1333,1755,0.142857142857143
684,1333,1756,0.142857142857143
685,1332,918,0.200000000000000
686,1332,1333,0.200000000000000
687,1332,1573,0.200000000000000
688,1332,1756,0.200000000000000
689,1332,2119,0.200000000000000
690,2119,918,0.125000000000000
691,2119,1332,0.125000000000000
692,2119,1756,0.125000000000000
693,2119,1807,0.125000000000000
694,2119,1884,0.125000000000000
695,2119,1967,0.125000000000000
696,2119,1974,0.125000000000000
697,2119,2118,0.125000000000000
698,918,1332,0.250000000000000
699,918,1573,0.250000000000000
700,918,1974,0.250000000000000
701,918,2119,0.250000000000000
702,2118,1737,0.200000000000000
703,2118,1738,0.200000000000000
704,2118,1807,0.200000000000000
705,2118,1884,0.200000000000000
706,2118,2119,0.200000000000000
707,1737,1738,0.200000000000000
708,1737,1807,0.200000000000000
709,1737,1884,0.200000000000000
710,1737,1975,0.200000000000000
711,1737,2118,0.200000000000000
712,1807,1737,0.200000000000000
713,1807,1974,0.200000000000000
714,1807,1975,0.200000000000000
715,1807,2118,0.200000000000000
716,1807,2119,0.200000000000000
717,1974,918,0.200000000000000
718,1974,1573,0.200000000000000
719,1974,1807,0.200000000000000
720,1974,1975,0.200000000000000
721,1974,2119,0.200000000000000
722,1954,23,0.333333333333333
723,1954,1639,0.333333333333333
724,1954,1953,0.333333333333333
725,1953,23,0.250000000000000
726,1953,24,0.250000000000000
727,1953,1922,0.250000000000000
728,1953,1954,0.250000000000000
729,1922,24,0.250000000000000
730,1922,1173,0.250000000000000
731,1922,1921,0.250000000000000
732,1922,1953,0.250000000000000
733,1,1300,0.200000000000000
734,1,1319,0.200000000000000
735,1,1581,0.200000000000000
736,1,2104,0.200000000000000
737,1,2105,0.200000000000000
738,1300,1,0.166666666666667
739,1300,1301,0.166666666666667
740,1300,1319,0.166666666666667
741,1300,1573,0.166666666666667
742,1300,1581,0.166666666666667
743,1300,1746,0.166666666666667
744,2104,1,0.333333333333333
745,2104,1581,0.333333333333333
746,2104,2105,0.333333333333333
747,1301,1300,0.200000000000000
748,1301,1333,0.200000000000000
749,1301,1573,0.200000000000000
750,1301,1581,0.200000000000000
751,1301,1746,0.200000000000000
752,1573,918,0.142857142857143
753,1573,1300,0.142857142857143
754,1573,1301,0.142857142857143
755,1573,1332,0.142857142857143
756,1573,1333,0.142857142857143
757,1573,1581,0.142857142857143
758,1573,1974,0.142857142857143
759,1581,1,0.200000000000000
760,1581,1300,0.200000000000000
761,1581,1301,0.200000000000000
762,1581,1573,0.200000000000000
763,1581,2104,0.200000000000000
764,1973,1172,0.333333333333333
765,1973,1639,0.333333333333333
766,1973,1646,0.333333333333333
767,1639,23,0.200000000000000
768,1639,634,0.200000000000000
769,1639,1172,0.200000000000000
770,1639,1954,0.200000000000000
771,1639,1973,0.200000000000000
772,1646,1172,0.333333333333333
773,1646,1647,0.333333333333333
774,1646,1973,0.333333333333333
775,1172,23,0.166666666666667
776,1172,634,0.166666666666667
777,1172,1639,0.166666666666667
778,1172,1646,0.166666666666667
779,1172,1647,0.166666666666667
780,1172,1973,0.166666666666667
781,1647,634,0.166666666666667
782,1647,635,0.166666666666667
783,1647,1172,0.166666666666667
784,1647,1311,0.166666666666667
785,1647,1538,0.166666666666667
786,1647,1646,0.166666666666667
787,1538,634,0.200000000000000
788,1538,1213,0.200000000000000
789,1538,1214,0.200000000000000
790,1538,1311,0.200000000000000
791,1538,1647,0.200000000000000
792,1311,49,0.125000000000000
793,1311,635,0.125000000000000
794,1311,914,0.125000000000000
795,1311,1174,0.125000000000000
796,1311,1175,0.125000000000000
797,1311,1213,0.125000000000000
798,1311,1538,0.125000000000000
799,1311,1647,0.125000000000000
800,1175,60,0.142857142857143
801,1175,632,0.142857142857143
802,1175,633,0.142857142857143
803,1175,804,0.142857142857143
804,1175,1174,0.142857142857143
805,1175,1213,0.142857142857143
806,1175,1311,0.142857142857143
807,1174,59,0.166666666666667
808,1174,632,0.166666666666667
809,1174,633,0.166666666666667
810,1174,914,0.166666666666667
811,1174,1175,0.166666666666667
812,1174,1311,0.166666666666667
813,49,635,0.200000000000000
814,49,914,0.200000000000000
815,49,1311,0.200000000000000
816,49,1695,0.200000000000000
817,49,1696,0.200000000000000
818,1921,1170,0.200000000000000
819,1921,1171,0.200000000000000
820,1921,1173,0.200000000000000
821,1921,1920,0.200000000000000
822,1921,1922,0.200000000000000
823,23,24,0.166666666666667
824,23,634,0.166666666666667
825,23,1172,0.166666666666667
826,23,1639,0.166666666666667
827,23,1953,0.166666666666667
828,23,1954,0.166666666666667
829,24,23,0.166666666666667
830,24,634,0.166666666666667
831,24,1171,0.166666666666667
832,24,1173,0.166666666666667
833,24,1922,0.166666666666667
834,24,1953,0.166666666666667
835,1173,24,0.200000000000000
836,1173,634,0.200000000000000
837,1173,1171,0.200000000000000
838,1173,1921,0.200000000000000
839,1173,1922,0.200000000000000
840,1170,42,0.166666666666667
841,1170,608,0.166666666666667
842,1170,609,0.166666666666667
843,1170,1171,0.166666666666667
844,1170,1920,0.166666666666667
845,1170,1921,0.166666666666667
846,634,23,0.100000000000000
847,634,24,0.100000000000000
848,634,1171,0.100000000000000
849,634,1172,0.100000000000000
850,634,1173,0.100000000000000
851,634,1213,0.100000000000000
852,634,1214,0.100000000000000
853,634,1538,0.100000000000000
854,634,1639,0.100000000000000
855,634,1647,0.100000000000000
856,1171,24,0.142857142857143
857,1171,42,0.142857142857143
858,1171,634,0.142857142857143
859,1171,1170,0.142857142857143
860,1171,1173,0.142857142857143
861,1171,1214,0.142857142857143
862,1171,1921,0.142857142857143
863,42,40,0.142857142857143
864,42,608,0.142857142857143
865,42,609,0.142857142857143
866,42,804,0.142857142857143
867,42,1170,0.142857142857143
868,42,1171,0.142857142857143
869,42,1214,0.142857142857143
870,1214,40,0.142857142857143
871,1214,42,0.142857142857143
872,1214,634,0.142857142857143
873,1214,804,0.142857142857143
874,1214,1171,0.142857142857143
875,1214,1213,0.142857142857143
876,1214,1538,0.142857142857143
877,609,38,0.142857142857143
878,609,39,0.142857142857143
879,609,40,0.142857142857143
880,609,42,0.142857142857143
881,609,608,0.142857142857143
882,609,928,0.142857142857143
883,609,1170,0.142857142857143
884,1213,60,0.142857142857143
885,1213,634,0.142857142857143
886,1213,804,0.142857142857143
