Geo_FIPS,Borough,HospitalDist,NursingHomeDist,PharmDist,SoupKitchDist,SubwayDist,parkRecDist,flagshipParkDist,meanSidewalkWidth,deaths,cases,DeathDensity,CaseDensity,SVI,UHVI,GorceryDist
36047069000,BK,6321.721357,9581.9387,709.9631852,8627.604331,8793.028796,1414.852162,17103.9391,9.301190476,4.423699959,59.51682037,0.00206137,0.02773384,52.22,47.09090909,1206.071947
36081157102,QN,8274.637725,5772.319171,2543.865344,18485.12978,18202.39257,1896.903085,4026.668391,8.252941176,3.627275589,59.53023587,0.001572973,0.025815367,42.22,40,560.2833533
36081011700,QN,4217.378401,4058.433275,432.0140823,10960.92705,1111.836745,812.637275,7076.609219,10.47272727,4.352658644,59.55212109,0.001153328,0.015779576,27.57,36.54545455,449.540912
36081067100,QN,5183.81359,2048.188508,411.7368721,8355.772579,3955.145276,1092.635541,8316.629886,7.11474359,6.403808456,59.59980147,0.002674941,0.024895489,23.82,59.81818182,473.6273547
36081060800,QN,15952.32374,4875.579536,880.661668,6120.648623,13676.49735,1326.028598,12872.76536,9.368686869,3.925930166,59.6100417,0.002256282,0.034258645,21.43,73.36363636,686.8619837
36061001401,MN,5200.135706,735.655297,278.6396602,2868.147353,920.9757071,259.8864744,16330.04407,10.87322404,6.902742498,59.63798022,0.002180272,0.018837012,36.8,41.81818182,1909.564217
36047074800,BK,1609.574857,4808.670323,398.2055104,5193.628866,3798.988671,168.6247757,12634.57157,9.10483871,4.182639188,59.67231909,0.002168294,0.030934328,40.91,40.90909091,352.4766276
36061002602,MN,3123.887223,3239.834053,683.7233861,723.4079427,2545.575589,778.9958082,14669.50552,10.44754098,4.669915755,59.70820858,0.001214542,0.015528793,57.32,24,90.6804539
36005045102,BX,2591.696902,5351.54054,797.2081342,3556.57227,2831.120017,1371.055693,1371.055693,8.7232,2.460188735,59.86265806,0.001393875,0.03391652,43.15,62.72727273,1435.011339
36047150200,BK,5464.033201,3565.471501,1513.228538,4648.102881,1255.35593,472.8843512,1867.865568,13.48162393,4.033506385,59.87382635,0.001434901,0.021299832,16.29,28.90909091,1292.531146
36061009500,MN,4052.450027,7381.485729,242.649562,851.7803698,8.124961332,1364.164134,8120.583453,13.7525,3.517521516,59.92830346,0.001110329,0.018916762,33.3,21.72727273,981.4204479
