Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008
"36047094402","14000US36047094402","Census Tract 944.02","Census Tract 944.02, Kings County, New York","ny","140","00","ACSSF","0005158",,,,,"36","047",,,,"094402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122,248,2685,0,70,0,111,8
"36047094600","14000US36047094600","Census Tract 946","Census Tract 946, Kings County, New York","ny","140","00","ACSSF","0005159",,,,,"36","047",,,,"094600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849,43,1732,0,40,0,0,34
"36047095000","14000US36047095000","Census Tract 950","Census Tract 950, Kings County, New York","ny","140","00","ACSSF","0005160",,,,,"36","047",,,,"095000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870,275,2533,0,0,0,24,38
"36047095400","14000US36047095400","Census Tract 954","Census Tract 954, Kings County, New York","ny","140","00","ACSSF","0005161",,,,,"36","047",,,,"095400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4230,53,4025,0,62,0,90,0
"36047095600","14000US36047095600","Census Tract 956","Census Tract 956, Kings County, New York","ny","140","00","ACSSF","0005162",,,,,"36","047",,,,"095600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4539,446,3912,33,116,0,32,0
"36047095800","14000US36047095800","Census Tract 958","Census Tract 958, Kings County, New York","ny","140","00","ACSSF","0005163",,,,,"36","047",,,,"095800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,183,3243,10,180,15,29,10
"36047096000","14000US36047096000","Census Tract 960","Census Tract 960, Kings County, New York","ny","140","00","ACSSF","0005164",,,,,"36","047",,,,"096000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"36047096200","14000US36047096200","Census Tract 962","Census Tract 962, Kings County, New York","ny","140","00","ACSSF","0005165",,,,,"36","047",,,,"096200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864,102,1585,17,19,0,111,30
"36047096400","14000US36047096400","Census Tract 964","Census Tract 964, Kings County, New York","ny","140","00","ACSSF","0005166",,,,,"36","047",,,,"096400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769,89,1538,0,127,0,15,0
"36047096600","14000US36047096600","Census Tract 966","Census Tract 966, Kings County, New York","ny","140","00","ACSSF","0005167",,,,,"36","047",,,,"096600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2680,117,2140,0,117,0,139,167
"36047096800","14000US36047096800","Census Tract 968","Census Tract 968, Kings County, New York","ny","140","00","ACSSF","0005168",,,,,"36","047",,,,"096800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567,115,1214,0,60,0,60,118
"36047097000","14000US36047097000","Census Tract 970","Census Tract 970, Kings County, New York","ny","140","00","ACSSF","0005169",,,,,"36","047",,,,"097000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784,191,2425,0,11,0,108,49
"36047097400","14000US36047097400","Census Tract 974","Census Tract 974, Kings County, New York","ny","140","00","ACSSF","0005170",,,,,"36","047",,,,"097400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2873,437,2256,18,70,0,73,19
"36047098200","14000US36047098200","Census Tract 982","Census Tract 982, Kings County, New York","ny","140","00","ACSSF","0005171",,,,,"36","047",,,,"098200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4431,255,3763,0,24,0,371,18
"36047098400","14000US36047098400","Census Tract 984","Census Tract 984, Kings County, New York","ny","140","00","ACSSF","0005172",,,,,"36","047",,,,"098400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086,168,1904,0,14,0,0,0
"36047098600","14000US36047098600","Census Tract 986","Census Tract 986, Kings County, New York","ny","140","00","ACSSF","0005173",,,,,"36","047",,,,"098600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2961,88,2712,0,53,0,65,43
"36047098800","14000US36047098800","Census Tract 988","Census Tract 988, Kings County, New York","ny","140","00","ACSSF","0005174",,,,,"36","047",,,,"098800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247,224,2761,0,104,0,119,39
"36047099000","14000US36047099000","Census Tract 990","Census Tract 990, Kings County, New York","ny","140","00","ACSSF","0005175",,,,,"36","047",,,,"099000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740,176,1334,0,92,0,138,0
"36047099200","14000US36047099200","Census Tract 992","Census Tract 992, Kings County, New York","ny","140","00","ACSSF","0005176",,,,,"36","047",,,,"099200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2370,93,2195,0,30,0,28,24
"36047099400","14000US36047099400","Census Tract 994","Census Tract 994, Kings County, New York","ny","140","00","ACSSF","0005177",,,,,"36","047",,,,"099400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,179,1507,0,121,0,13,30
"36047099600","14000US36047099600","Census Tract 996","Census Tract 996, Kings County, New York","ny","140","00","ACSSF","0005178",,,,,"36","047",,,,"099600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3715,251,3311,0,103,0,50,0
"36047099800","14000US36047099800","Census Tract 998","Census Tract 998, Kings County, New York","ny","140","00","ACSSF","0005179",,,,,"36","047",,,,"099800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3537,264,3097,0,0,0,63,113
"36047100400","14000US36047100400","Census Tract 1004","Census Tract 1004, Kings County, New York","ny","140","00","ACSSF","0005180",,,,,"36","047",,,,"100400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645,123,2448,0,15,0,17,42
"36047100600","14000US36047100600","Census Tract 1006","Census Tract 1006, Kings County, New York","ny","140","00","ACSSF","0005181",,,,,"36","047",,,,"100600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,172,2154,0,50,0,36,88
"36047100800","14000US36047100800","Census Tract 1008","Census Tract 1008, Kings County, New York","ny","140","00","ACSSF","0005182",,,,,"36","047",,,,"100800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149,194,1714,0,108,0,120,13
"36047101000","14000US36047101000","Census Tract 1010","Census Tract 1010, Kings County, New York","ny","140","00","ACSSF","0005183",,,,,"36","047",,,,"101000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247,83,1806,0,152,0,158,48
"36047101200","14000US36047101200","Census Tract 1012","Census Tract 1012, Kings County, New York","ny","140","00","ACSSF","0005184",,,,,"36","047",,,,"101200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235,162,1888,0,118,0,67,0
"36047101400","14000US36047101400","Census Tract 1014","Census Tract 1014, Kings County, New York","ny","140","00","ACSSF","0005185",,,,,"36","047",,,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2263,142,1855,0,124,0,126,16
"36047101600","14000US36047101600","Census Tract 1016","Census Tract 1016, Kings County, New York","ny","140","00","ACSSF","0005186",,,,,"36","047",,,,"101600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802,58,1660,8,69,0,7,0
"36047101800","14000US36047101800","Census Tract 1018","Census Tract 1018, Kings County, New York","ny","140","00","ACSSF","0005187",,,,,"36","047",,,,"101800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345,96,1857,0,199,0,74,119
"36047102000","14000US36047102000","Census Tract 1020","Census Tract 1020, Kings County, New York","ny","140","00","ACSSF","0005188",,,,,"36","047",,,,"102000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325,286,1978,0,0,0,20,41
"36047102200","14000US36047102200","Census Tract 1022","Census Tract 1022, Kings County, New York","ny","140","00","ACSSF","0005189",,,,,"36","047",,,,"102200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217,135,1694,0,235,0,88,65
"36047102400","14000US36047102400","Census Tract 1024","Census Tract 1024, Kings County, New York","ny","140","00","ACSSF","0005190",,,,,"36","047",,,,"102400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2307,88,2068,0,129,0,11,11
"36047102600","14000US36047102600","Census Tract 1026","Census Tract 1026, Kings County, New York","ny","140","00","ACSSF","0005191",,,,,"36","047",,,,"102600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2868,89,2649,12,41,0,56,21
"36047102800","14000US36047102800","Census Tract 1028","Census Tract 1028, Kings County, New York","ny","140","00","ACSSF","0005192",,,,,"36","047",,,,"102800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691,67,1557,0,24,0,43,0
"36047103400","14000US36047103400","Census Tract 1034","Census Tract 1034, Kings County, New York","ny","140","00","ACSSF","0005193",,,,,"36","047",,,,"103400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4145,252,3109,40,0,0,697,47
"36047105801","14000US36047105801","Census Tract 1058.01","Census Tract 1058.01, Kings County, New York","ny","140","00","ACSSF","0005194",,,,,"36","047",,,,"105801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5768,2091,3472,27,55,0,54,69
"36047105804","14000US36047105804","Census Tract 1058.04","Census Tract 1058.04, Kings County, New York","ny","140","00","ACSSF","0005195",,,,,"36","047",,,,"105804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7188,1945,4357,110,238,0,432,106
